Time,Irradiance,Zenith,Azimuth,Temperature,Wind Speed,Mean MPP
2023-07-05 12:00,0.758,28.47064203397074,178.4512247583832,19.234,10.094,1.4570574313034916
2023-07-03 16:00,0.322,53.22152535107752,261.1742798715957,18.809,13.583,0.4932350210574051
2023-07-20 07:00,0.4509999999999999,65.46382870192015,86.99327034745818,17.763,2.763,0.2588807811317415
2023-07-15 12:00,0.807,29.740706627453136,177.84203316739558,20.315,15.886,1.5169974294018902
2023-07-18 05:00,0.069,83.14363735241199,64.4587863613989,14.14,3.192,0.1131404556649219
2023-07-28 09:00,0.5940000000000001,48.466009144888936,114.10166683147116,20.444,6.448,0.7921566576311516
2023-07-29 08:00,0.586,57.58178559738962,100.45941939952422,19.682,9.123,0.2811195153317791
2023-07-31 09:00,0.209,49.02201871714838,114.701405958039,18.971,11.324,0.419190761702456
2023-07-19 12:00,0.7809999999999999,30.42205230375657,177.71729355107925,21.912,7.601,1.5156110097654436
2023-07-11 13:00,0.398,31.107110108794203,205.6433839583984,20.523,10.089,0.8111504981927957
2023-07-06 08:00,0.599,54.36364684223074,97.71118606982918,17.688,6.38,0.3612480916295588
2023-07-15 09:00,0.629,46.382552777595,112.13374709813382,19.398,14.454,0.8015953582464567
2023-07-16 13:00,0.442,31.78094841388708,204.98783855350464,19.334,12.471,0.8786267920578991
2023-07-25 05:00,0.098,84.25387135259847,65.22473066847601,13.11,4.532,0.1636694833143666
2023-07-19 17:00,0.149,63.829102402045336,271.1713138367145,20.261,7.113,0.2807395675853382
2023-07-30 13:00,0.4,34.50669753444835,203.3983369834497,20.379,12.629,0.8046945388589827
2023-07-12 13:00,0.706,31.22870548443975,205.51082049622212,20.568,10.914,1.1921089977357764
2023-07-11 16:00,0.208,53.66881239405604,260.1828345865626,19.554,10.006,0.4024933659430114
2023-07-23 12:00,0.769,31.196104340274324,177.66830718939843,22.169,11.776,1.4713644455561743
2023-07-11 17:00,0.124,63.01459706494381,272.28225738894093,18.583,9.55,0.2291519681186278
2023-07-07 07:00,0.486,63.81851778754149,85.85768337862226,18.476,4.882,0.2198802429865243
2023-07-26 06:00,0.296,75.65551453323167,76.55281912126884,13.938,3.337,0.1874146624989161
2023-07-25 13:00,0.678,33.39736144594548,203.9085790604346,19.428,6.377,1.1668208120490484
2023-07-19 08:00,0.581,55.97394523526624,98.86482770926762,18.659,6.925,0.3751055434761784
2023-07-29 18:00,0.1169999999999999,74.69405332295182,280.98973399529086,19.179,9.793,0.119380919521177
2023-07-05 09:00,0.68,45.20095294792952,111.38835379729905,17.442,9.501,0.8342060383615023
2023-07-27 18:00,0.069,74.3337381523399,281.2942895363733,19.534,8.935,0.1143546770947613
2023-07-29 06:00,0.269,76.16954332622787,77.0146067886169,17.543,8.284,0.1857310267336303
2023-07-14 16:00,0.125,53.93399195658223,259.7503618814882,19.906,12.158,0.2306866302945313
2023-07-23 10:00,0.778,39.62110244490335,130.12605249801476,21.367,11.41,1.2173396531961265
2023-07-18 15:00,0.396,45.45202037726043,244.98013673109145,20.915,4.463,0.6758539681205189
2023-07-23 16:00,0.256,55.05387218249943,258.3078819997665,20.827,10.311,0.4370485683479173
2023-07-29 10:00,0.786,40.763343592040016,131.1587151456506,21.165,10.075,1.2089469761388665
2023-07-13 14:00,0.479,37.00627510497716,228.1879468764179,20.401,9.709,0.8574355061053449
2023-07-20 15:00,0.467,45.72337829127384,244.6357553147326,21.449,4.003,0.6234152572080256
2023-07-10 16:00,0.4,53.59245422940817,260.3202786296328,21.093,9.762,0.4006232296971415
2023-07-27 10:00,0.42,40.3679970179353,130.79044257091232,20.09,11.236,0.8486332443488764
2023-07-29 13:00,0.777,34.273443297469655,203.4944876060088,21.809,11.075,1.2248804495127477
2023-07-07 10:00,0.844,37.28426907379524,128.54805039380136,22.742,5.809,1.3344788967964083
2023-07-26 09:00,0.679,48.10995993919572,113.73029925916136,19.072,5.316,0.7951658873009967
2023-07-09 11:00,0.47,31.430609593799964,150.82181429910952,20.311,5.638,0.9833144623668296
2023-07-03 17:00,0.209,62.57446231741429,273.1844869821225,18.249,12.915,0.3449939298097186
2023-07-08 17:00,0.117,62.80654660576282,272.6482280320717,21.937,4.011,0.2281075360291228
2023-07-26 18:00,0.031,74.16140385757224,281.4445900146677,16.493,7.319,0.0539607843938091
2023-07-26 11:00,0.5920000000000001,34.29881634112657,151.99949892552615,19.934,6.351,1.1997411209374622
2023-07-29 11:00,0.83,34.94772389399794,152.3916335177962,21.538,10.58,1.5734340366176085
2023-07-14 11:00,0.355,32.12127289152329,150.97371201710763,19.616,10.564,0.7379242477950303
2023-07-16 12:00,0.548,29.90207087781721,177.80392479791612,19.674,12.612,1.1044963604853226
2023-07-23 14:00,0.583,38.45134597882463,226.51851441794983,22.072,11.516,0.8779191173441002
2023-07-26 12:00,0.514,31.83461796240273,177.68200577488528,19.952,7.059,1.0528859465769378
2023-07-10 05:00,0.148,82.07869339703413,63.895045527555965,15.373,5.88,0.1773225400020122
2023-07-24 12:00,0.526,31.40344227184237,177.6680862661317,18.53,7.13,1.0765772802247342
2023-07-25 15:00,0.538,46.50953353803371,243.7498828272626,19.75,7.059,0.5506584922798287
2023-07-23 11:00,0.809,33.690033338223,151.65887375262474,21.874,11.612,1.5378828596507708
2023-07-10 17:00,0.268,62.93951817420813,272.4076887832235,20.628,9.065,0.3050620475538801
2023-07-03 11:00,0.7829999999999999,30.786629566571506,150.8567979394765,19.211,12.324,1.4963824553532743
2023-07-20 05:00,0.142,83.44579043652789,64.6516200719966,14.667,3.974,0.1555350274177429
2023-07-23 05:00,0.082,83.9233694811091,64.97993145978876,16.892,10.941,0.1206747724752037
2023-07-14 14:00,0.308,37.12186179990606,228.02561771300543,20.127,10.736,0.6302191159265315
2023-07-19 14:00,0.487,37.7966517493788,227.19423135111825,21.779,7.926,0.8561818527778954
2023-07-05 13:00,0.748,30.518055277015648,206.4366785904306,19.51,10.162,1.243548473531484
2023-07-02 14:00,0.713,36.16095931083051,229.8025681151609,20.26,9.969,0.9292700396340642
2023-07-19 16:00,0.261,54.49601569733945,258.97173893969693,20.963,7.503,0.4626984942666486
2023-07-29 15:00,0.5,47.2476846034683,243.0264189672619,21.455,11.067,0.5221110048265344
2023-07-19 15:00,0.362,45.584610164765465,244.80883553127487,21.4,7.855,0.6386402825900067
2023-07-24 07:00,0.258,66.07844039067797,87.53993454165482,16.77,5.947,0.4529698522563101
2023-07-19 13:00,0.676,32.263386353165274,204.60928656452103,22.09,7.853,1.1849155317275906
2023-07-21 15:00,0.388,45.86823432735043,244.4610776423374,19.697,7.244,0.6467228421376793
2023-07-26 05:00,0.139,84.42386791497958,65.35485239245367,12.596,4.275,0.1209503358012097
2023-07-12 16:00,0.369,53.75125962901506,260.0419327530505,19.973,10.704,0.4282362919783206
2023-07-22 09:00,0.625,47.43508795953914,113.0599588655258,18.568,10.32,0.8774487785640324
2023-07-30 15:00,0.147,47.446824226240174,242.8446985928464,19.107,11.926,0.285081020161357
2023-07-10 14:00,0.728,36.69835752145286,228.6628693557323,21.781,9.912,0.9398336275553124
2023-07-18 18:00,0.1089999999999999,72.99594939496741,282.58787522232683,19.638,4.991,0.1745411556849675
2023-07-29 05:00,0.11,84.95221242843886,65.77575136425742,16.658,7.863,0.1208234922999314
2023-07-10 12:00,0.838,29.02615558064236,178.09770523562815,21.782,9.398,1.5994701395353714
2023-07-06 05:00,0.173,81.64042005835472,63.73604399919515,13.076,5.697,0.1355142279281983
2023-07-14 09:00,0.384,46.24646822599658,112.02814547502804,18.334,9.49,0.7572467347796469
2023-07-04 07:00,0.355,63.52698598878104,85.73691209973123,16.056,7.337,0.494978764434186
2023-07-19 11:00,0.8280000000000001,32.943481282292865,151.2901923448108,21.397,7.344,1.5951143538843489
2023-07-13 07:00,0.455,64.50491716112734,86.25854117565564,17.375,7.118,0.2955809710110337
2023-07-27 17:00,0.134,65.0207983073897,269.91504875032774,20.257,9.675,0.2424476756246297
2023-07-27 12:00,0.594,32.05819003376334,177.6960721723708,21.678,11.552,1.201213602065554
2023-07-27 05:00,0.07,84.59898378566159,65.49008641073738,16.863,11.384,0.1147255977573856
2023-07-07 12:00,0.885,28.673464274462148,178.29905703352688,24.262,6.682,1.707356451905096
2023-07-05 07:00,0.4629999999999999,63.61994946365793,85.7712676586583,15.067,9.23,0.2793020165555331
2023-07-25 06:00,0.197,75.48953595380084,76.40934411915481,13.919,4.193,0.2947808952637388
2023-07-06 16:00,0.481,53.3454657054145,260.8326791042746,19.747,7.491,0.264417046966312
2023-07-18 09:00,0.6659999999999999,46.81264420242487,112.4910609870143,18.921,4.828,0.8664290284531073
2023-07-17 15:00,0.5840000000000001,45.325654986932825,245.1494738572897,20.673,9.562,0.5321024070566402
2023-07-12 10:00,0.824,37.89369891866905,128.84613025632905,20.07,10.183,1.2774865565927196
2023-07-20 09:00,0.705,47.11716476474489,112.7625102978168,20.122,2.793,0.807196090854708
